content,Obscene
nigga ask,1
niggas like,1
nigger ass,1
nigger is,1
nigger music,1
niggers are,1
of fags,1
of white,1
raped and,1
raped by,1
sand nigger,1
savages that,1
shorty bitch,1
spear chucker,1
spic cop,1
stupid nigger,1
that fag,1
that faggot,1
that nigger,1
the faggots,1
the female,1
the niggers,1
their heads,1
them white,1
then faggot,1
this nigger,1
to rape,1
trailer park,1
u fuckin,1
ugly dyke,1
up nigger,1
white ass,1
with niggas,1
you fag,1
you nigger,1
you niggers,1
your nigger,1
a bitch made,1
a faggot and,1
a faggot for,1
a fucking queer,1
a nigga ask,1
all these fucking,1
be killed for,1
bitch made nigga,1
faggots like you,1
faggots usually have,1
fuck outta here,1
fuck u talking,1
fuck you too,1
fucking hate you,1
him a nigga,1
his shorty bitch,1
how many niggers,1
like a faggot,1
is a faggot,1
is a fuckin,1
is a fucking,1
is a nigger,1
many niggers are,1
nigga and his,1
niggers are in,1
shut up nigger,1
still a faggot,1
the biggest faggot,1
the faggots who,1
the fuck do,1
what a fag,1
white bitch in,1
you a fag,1
you a lame,1
you a nigger,1
you fuck wit,1
you fucking faggot,1
your a cunt,1
your a dirty,1
your bitch in,1
a bitch made nigga,1
a lame nigga you,1
faggot if you ever,1
how many niggers are,1
lame nigga you a,1
many niggers are in,1
nigga you a lame,1
niggers are in my,1
wit a lame nigga,1
you a lame bitch,1
you fuck wit a,1
dick,1
dicks,1
fucked,1
fucking,1
bullshit,1
fuck,1
shit,1
fuck,1
dicks,1
fuck,1
dick,1
dicks,1
motherfucker,1
dick,1
pussy,1
fucks,1
fuck,1
fucking,1
hell,1
fucking,1
fucking,1
dick,1
jap,1
fuck,1
shit,1
fucking,1
fucking,1
fucking,1
motherfucker,1
motherfucker,1
shit,1
shit,1
fucking,1
dick,1
fucking,1
fucking,1
fucking,1
fucking,1
bullshit,1
fuck,1
fucked,1
fucks,1
bullshit,1
fucking,1
fucking,1
bastard,1
goddamn,1
goddamn,1
shit,1
fucking,1
shit,1
fucking,1
shit,1
goddamn,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fuck,1
fucking,1
fucking,1
fucking,1
fucking,1
shit,1
fuck,1
fuck,1
fucking,1
fucked,1
fucked,1
fucked,1
fuck,1
motherfuckers,1
fucking,1
fuck,1
fucking,1
fucking,1
fuck,1
fucking,1
fucking,1
fucking,1
shit,1
fucking,1
fuck,1
fuck,1
fuck,1
fucking,1
asshole,1
fuck,1
fucking,1
fuck,1
fucking,1
fuck,1
hell,1
hell,1
bitch,1
fucking,1
ass,1
ass,1
fuckup,1
shit,1
fuck,1
bastard,1
fuck,1
fuck,1
fucking,1
ass,1
bitch,1
fucking,1
n-word ,1
ass,1
fucking,1
bitch,1
bitch,1
shit,1
fuck,1
motherfucker,1
fucker,1
shitty,1
asshead,1
fucking,1
fucking,1
shit,1
fuck,1
fuck,1
fucking,1
bastard,1
fuck,1
fucking,1
fucking,1
fucking,1
fuck,1
fuck,1
fucking,1
fucking,1
pussy,1
fucking,1
motherfucker,1
ass,1
goddamn,1
fucking,1
motherfucker,1
ass,1
motherfucker,1
fucking,1
fucking,1
fuck,1
shit,1
bitch,1
shit,1
ass,1
fucking,1
fucking,1
fucking,1
motherfucker,1
shit,1
fucking,1
ass,1
fucking,1
fucking,1
fuck,1
fucking,1
fucking,1
asshole,1
fucking,1
fucking,1
bitch,1
fucking,1
fucking,1
shit,1
shit,1
bitch,1
shit,1
motherfucker,1
pussy,1
shit,1
fucking,1
fucking,1
bitch,1
shit,1
bitch,1
fuck,1
fuck,1
bitch,1
fuck,1
fuck,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
hell,1
bullshit,1
hell,1
fuck,1
shit,1
fucking,1
fucking,1
shit,1
cocksucker,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
goddamn,1
fucking,1
fuck,1
fuck,1
fucking,1
wetback,1
fuck,1
fucking,1
motherfucking,1
fucking,1
shit,1
fuck,1
goddamn,1
fucking,1
shit,1
fucking,1
motherfucking,1
fucking,1
n-word ,1
shit,1
motherfucker,1
shit,1
ass,1
motherfucker,1
fucking,1
fucking,1
fucking,1
fucking,1
shit,1
motherfucker,1
shit,1
motherfucker,1
motherfucker,1
dickless,1
shit,1
fucked,1
fucking,1
asshole,1
fucker,1
chickenshit,1
fucking,1
fuck,1
fuck,1
hell,1
hell,1
goddamn,1
fucking,1
fucking,1
bullshit,1
fuck,1
goddamn,1
goddamn,1
goddamn,1
fucking,1
fuck,1
fuck,1
fuck,1
fucking,1
fuck,1
fuck,1
goddamn,1
fucking,1
assholes,1
fucking,1
asshole,1
fucking,1
fucking,1
fucking,1
fucked,1
fucking,1
fucking,1
fucking,1
fucked,1
fucking,1
hell,1
fucking,1
shit,1
fuck,1
fucking,1
fucked,1
bitch,1
fucked,1
bitch,1
fucking,1
fucking,1
shit,1
shit,1
goddamn,1
fuck,1
hell,1
fucking,1
fuck,1
fuck,1
fucking,1
bitch,1
fuck,1
fucking,1
fucking,1
fuck,1
fucking,1
fucking,1
fucking,1
fuck,1
bitch,1
fucking,1
fucking,1
fucking,1
hell,1
gooks,1
damned,1
slope,1
ass,1
ass,1
ass,1
ass,1
ass,1
goddamn,1
motherfucker,1
fuckhead,1
merde,1
fucking,1
fuck,1
fuck,1
fucking,1
shit,1
fucking,1
fuck,1
fuck,1
fuck,1
fuck,1
motherfucker,1
fuck,1
fucking,1
fucking,1
fuck,1
shit,1
fucking,1
fucking,1
motherfucker,1
fucking,1
shit,1
motherfucking,1
goddamn,1
n-word ,1
n-word ,1
goddamn,1
goddamn,1
fucker,1
motherfucker,1
motherfucker,1
fuck,1
fuck,1
fuck,1
fucking,1
shit,1
motherfucking,1
fucking,1
shit,1
fucking,1
shit,1
shit,1
fucking,1
fucking,1
n-word ,1
shit,1
fucking,1
fuck,1
ass,1
motherfucker,1
fucking,1
n-word ,1
dicks,1
shit,1
ass,1
goddamn,1
shit,1
goddamn,1
fucking,1
fuck,1
fuck,1
damn,1
goddamn,1
motherfucker,1
fucking,1
shit,1
fucking,1
fucking,1
fucking,1
fucking,1
motherfuckers,1
shit,1
motherfucking,1
shit,1
shit,1
shit,1
fucking,1
shit,1
fucking,1
fuck,1
shit,1
fucking,1
fucking,1
shit,1
fuck,1
fucking,1
motherfuckers,1
fuck,1
fucking,1
fuck,1
fuck,1
fucking,1
fucking,1
fucking,1
fuck,1
fucking,1
fucking,1
fucking,1
fuck,1
fucking,1
fuck,1
fucking,1
fucking,1
fucking,1
fucking,1
fucking,1
fuck,1
shit,1
fucking,1
fuck,1
goddamn,1
fucking,1
goddamn,1
bitch,1
bitch,1
bitch,1
fucking,1
bitch,1
fucking,1
bitch,1
motherfuckers,1
motherfuckers,1
asses,1
ass,1
damn,1
bitch,1
pussy,1
pussy,1
ass,1
goddamn,1
fucking,1
bastards,1
fucker,1
ass,1
goddamn,1
japs,1
goddamn,1
fucked,1
horeshit,1
shit,1
bitch,1
fucking,1
bitch,1
fucking,1
fuck,1
fucking,1
fucking,1
shit,1
pussy,1
pussy,1
fucking,1
goddamn,1
fuck,1
shit,1
ass,1
fuck,1
fucking,1
bitch,1
fucking,1
bullshit,1
shitless,1
fucking,1
shit,1
fucking,1
assholes,1
fucking,1
bastard,1
bastard,1
cunt,1
damn,1
fuck,1
ass,1
negro ,1
shit,1
hell,1
negro ,1
negro ,1
negro ,1
fuck,1
goddamn,1
fucking,1
squaw,1
ass,1
negro ,1
slut,1
fucking,1
shit,1
fucking,1
shit,1
goddamn,1
shit,1
goddamn,1
shit,1
fucking,1
fucking,1
fucking,1
fuck,1
bitches,1
fuck,1
bitch,1
goddamn,1
bitches,1
bitches,1
damn,1
goddamn,1
jackass,1
horseshit,1
ass,1
goddamn,1
bitch,1
fuck,1
fuck,1
ass,1
fucking,1
abound,0
abounds,0
abundance,0
abundant,0
accessable,0
accessible,0
acclaim,0
acclaimed,0
acclamation,0
accolade,0
accolades,0
accommodative,0
accomodative,0
accomplish,0
accomplished,0
accomplishment,0
accomplishments,0
accurate,0
accurately,0
achievable,0
achievement,0
achievements,0
achievible,0
acumen,0
adaptable,0
adaptive,0
adequate,0
adjustable,0
admirable,0
admirably,0
admiration,0
admire,0
admirer,0
admiring,0
admiringly,0
adorable,0
adore,0
adored,0
adorer,0
adoring,0
adoringly,0
adroit,0
adroitly,0
adulate,0
adulation,0
adulatory,0
advanced,0
advantage,0
advantageous,0
advantageously,0
advantages,0
adventuresome,0
adventurous,0
advocate,0
advocated,0
advocates,0
affability,0
affable,0
affably,0
affectation,0
affection,0
affectionate,0
affinity,0
affirm,0
affirmation,0
affirmative,0
affluence,0
affluent,0
afford,0
affordable,0
affordably,0
afordable,0
agile,0
agilely,0
agility,0
agreeable,0
agreeableness,0
agreeably,0
all-around,0
alluring,0
alluringly,0
altruistic,0
altruistically,0
amaze,0
amazed,0
amazement,0
amazes,0
amazing,0
amazingly,0
ambitious,0
ambitiously,0
ameliorate,0
amenable,0
amenity,0
amiability,0
amiabily,0
amiable,0
amicability,0
amicable,0
amicably,0
amity,0
ample,0
amply,0
amuse,0
amusing,0
amusingly,0
angel,0
angelic,0
apotheosis,0
appeal,0
appealing,0
applaud,0
appreciable,0
appreciate,0
appreciated,0
appreciates,0
appreciative,0
appreciatively,0
appropriate,0
approval,0
approve,0
ardent,0
ardently,0
ardor,0
articulate,0
aspiration,0
aspirations,0
aspire,0
assurance,0
assurances,0
assure,0
assuredly,0
assuring,0
astonish,0
astonished,0
astonishing,0
astonishingly,0
astonishment,0
astound,0
astounded,0
astounding,0
astoundingly,0
astutely,0
attentive,0
attraction,0
attractive,0
attractively,0
attune,0
audible,0
audibly,0
auspicious,0
authentic,0
authoritative,0
autonomous,0
available,0
aver,0
avid,0
avidly,0
award,0
awarded,0
awards,0
awe,0
awed,0
awesome,0
awesomely,0
awesomeness,0
awestruck,0
awsome,0
backbone,0
balanced,0
bargain,0
beauteous,0
beautiful,0
beautifullly,0
beautifully,0
beautify,0
beauty,0
beckon,0
beckoned,0
beckoning,0
beckons,0
believable,0
believeable,0
beloved,0
benefactor,0
beneficent,0
beneficial,0
beneficially,0
beneficiary,0
benefit,0
benefits,0
benevolence,0
benevolent,0
benifits,0
best,0
best-known,0
best-performing,0
best-selling,0
better,0
better-known,0
better-than-expected,0
beutifully,0
blameless,0
bless,0
blessing,0
bliss,0
blissful,0
blissfully,0
blithe,0
blockbuster,0
bloom,0
blossom,0
bolster,0
bonny,0
bonus,0
bonuses,0
boom,0
booming,0
boost,0
boundless,0
bountiful,0
brainiest,0
brainy,0
brand-new,0
brave,0
bravery,0
bravo,0
breakthrough,0
breakthroughs,0
breathlessness,0
breathtaking,0
breathtakingly,0
breeze,0
bright,0
brighten,0
brighter,0
brightest,0
brilliance,0
brilliances,0
brilliant,0
brilliantly,0
brisk,0
brotherly,0
bullish,0
buoyant,0
cajole,0
calm,0
calming,0
calmness,0
capability,0
capable,0
capably,0
captivate,0
captivating,0
carefree,0
cashback,0
cashbacks,0
catchy,0
celebrate,0
celebrated,0
celebration,0
celebratory,0
champ,0
champion,0
charisma,0
charismatic,0
charitable,0
charm,0
charming,0
charmingly,0
chaste,0
cheaper,0
cheapest,0
cheer,0
cheerful,0
cheery,0
cherish,0
cherished,0
cherub,0
chic,0
chivalrous,0
chivalry,0
civility,0
civilize,0
clarity,0
classic,0
classy,0
clean,0
cleaner,0
cleanest,0
cleanliness,0
cleanly,0
clear,0
clear-cut,0
cleared,0
clearer,0
clearly,0
clears,0
clever,0
cleverly,0
cohere,0
coherence,0
coherent,0
cohesive,0
colorful,0
comely,0
comfort,0
comfortable,0
comfortably,0
comforting,0
comfy,0
commend,0
commendable,0
commendably,0
commitment,0
commodious,0
compact,0
compactly,0
compassion,0
compassionate,0
compatible,0
competitive,0
complement,0
complementary,0
complemented,0
complements,0
compliant,0
compliment,0
complimentary,0
comprehensive,0
conciliate,0
conciliatory,0
concise,0
confidence,0
confident,0
congenial,0
congratulate,0
congratulation,0
congratulations,0
congratulatory,0
conscientious,0
considerate,0
consistent,0
consistently,0
constructive,0
consummate,0
contentment,0
continuity,0
contrasty,0
contribution,0
convenience,0
convenient,0
conveniently,0
convience,0
convienient,0
convient,0
convincing,0
convincingly,0
cool,0
coolest,0
cooperative,0
cooperatively,0
cornerstone,0
correct,0
correctly,0
cost-effective,0
cost-saving,0
counter-attack,0
counter-attacks,0
courage,0
courageous,0
courageously,0
courageousness,0
courteous,0
courtly,0
covenant,0
cozy,0
creative,0
credence,0
credible,0
crisp,0
crisper,0
cure,0
cure-all,0
cushy,0
cute,0
cuteness,0
danke,0
danken,0
daring,0
daringly,0
darling,0
dashing,0
dauntless,0
dawn,0
dazzle,0
dazzled,0
dazzling,0
dead-cheap,0
dead-on,0
decency,0
decent,0
decisive,0
decisiveness,0
dedicated,0
defeat,0
defeated,0
defeating,0
defeats,0
defender,0
deference,0
deft,0
deginified,0
delectable,0
delicacy,0
delicate,0
delicious,0
delight,0
delighted,0
delightful,0
delightfully,0
delightfulness,0
dependable,0
dependably,0
deservedly,0
deserving,0
desirable,0
desiring,0
desirous,0
destiny,0
detachable,0
devout,0
dexterous,0
dexterously,0
dextrous,0
dignified,0
dignify,0
dignity,0
diligence,0
diligent,0
diligently,0
diplomatic,0
dirt-cheap,0
distinction,0
distinctive,0
distinguished,0
diversified,0
divine,0
divinely,0
dominate,0
dominated,0
dominates,0
dote,0
dotingly,0
doubtless,0
dreamland,0
dumbfounded,0
dumbfounding,0
dummy-proof,0
durable,0
dynamic,0
eager,0
eagerly,0
eagerness,0
earnest,0
earnestly,0
earnestness,0
ease,0
eased,0
eases,0
easier,0
easiest,0
easiness,0
easing,0
easy,0
easy-to-use,0
easygoing,0
ebullience,0
ebullient,0
ebulliently,0
ecenomical,0
economical,0
ecstasies,0
ecstasy,0
ecstatic,0
ecstatically,0
edify,0
educated,0
effective,0
effectively,0
effectiveness,0
effectual,0
efficacious,0
efficient,0
efficiently,0
effortless,0
effortlessly,0
effusion,0
effusive,0
effusively,0
effusiveness,0
elan,0
elate,0
elated,0
elatedly,0
elation,0
electrify,0
elegance,0
elegant,0
elegantly,0
elevate,0
elite,0
eloquence,0
eloquent,0
eloquently,0
embolden,0
eminence,0
eminent,0
empathize,0
empathy,0
empower,0
empowerment,0
enchant,0
enchanted,0
enchanting,0
enchantingly,0
encourage,0
encouragement,0
encouraging,0
encouragingly,0
endear,0
endearing,0
endorse,0
endorsed,0
endorsement,0
endorses,0
endorsing,0
energetic,0
energize,0
energy-efficient,0
energy-saving,0
engaging,0
engrossing,0
enhance,0
enhanced,0
enhancement,0
enhances,0
enjoy,0
enjoyable,0
enjoyably,0
enjoyed,0
enjoying,0
enjoyment,0
enjoys,0
enlighten,0
enlightenment,0
enliven,0
ennoble,0
enough,0
enrapt,0
enrapture,0
enraptured,0
enrich,0
enrichment,0
enterprising,0
entertain,0
entertaining,0
entertains,0
enthral,0
enthrall,0
enthralled,0
enthuse,0
enthusiasm,0
enthusiast,0
enthusiastic,0
enthusiastically,0
entice,0
enticed,0
enticing,0
enticingly,0
entranced,0
entrancing,0
entrust,0
enviable,0
enviably,0
envious,0
enviously,0
enviousness,0
envy,0
equitable,0
ergonomical,0
err-free,0
erudite,0
ethical,0
eulogize,0
euphoria,0
euphoric,0
euphorically,0
evaluative,0
evenly,0
eventful,0
everlasting,0
evocative,0
exalt,0
exaltation,0
exalted,0
exaltedly,0
exalting,0
exaltingly,0
examplar,0
examplary,0
excallent,0
exceed,0
exceeded,0
exceeding,0
exceedingly,0
exceeds,0
excel,0
exceled,0
excelent,0
excellant,0
excelled,0
excellence,0
excellency,0
excellent,0
excellently,0
excels,0
exceptional,0
exceptionally,0
excite,0
excited,0
excitedly,0
excitedness,0
excitement,0
excites,0
exciting,0
excitingly,0
exellent,0
exemplar,0
exemplary,0
exhilarate,0
exhilarating,0
exhilaratingly,0
exhilaration,0
exonerate,0
expansive,0
expeditiously,0
expertly,0
exquisite,0
exquisitely,0
extol,0
extoll,0
extraordinarily,0
extraordinary,0
exuberance,0
exuberant,0
exuberantly,0
exult,0
exultant,0
exultation,0
exultingly,0
eye-catch,0
eye-catching,0
eyecatch,0
eyecatching,0
fabulous,0
fabulously,0
facilitate,0
fair,0
fairly,0
fairness,0
faith,0
faithful,0
faithfully,0
faithfulness,0
fame,0
famed,0
famous,0
famously,0
fancier,0
fancinating,0
fancy,0
fanfare,0
fans,0
fantastic,0
fantastically,0
fascinate,0
fascinating,0
fascinatingly,0
fascination,0
fashionable,0
fashionably,0
fast,0
fast-growing,0
fast-paced,0
faster,0
fastest,0
fastest-growing,0
faultless,0
fav,0
fave,0
favor,0
favorable,0
favored,0
favorite,0
favorited,0
favour,0
fearless,0
fearlessly,0
feasible,0
feasibly,0
feat,0
feature-rich,0
fecilitous,0
feisty,0
felicitate,0
felicitous,0
felicity,0
fertile,0
fervent,0
fervently,0
fervid,0
fervidly,0
fervor,0
festive,0
fidelity,0
fiery,0
fine,0
fine-looking,0
finely,0
finer,0
finest,0
firmer,0
first-class,0
first-in-class,0
first-rate,0
flashy,0
flatter,0
flattering,0
flatteringly,0
flawless,0
flawlessly,0
flexibility,0
flexible,0
flourish,0
flourishing,0
fluent,0
flutter,0
fond,0
fondly,0
fondness,0
foolproof,0
foremost,0
foresight,0
formidable,0
fortitude,0
fortuitous,0
fortuitously,0
fortunate,0
fortunately,0
fortune,0
fragrant,0
free,0
freed,0
freedom,0
freedoms,0
fresh,0
fresher,0
freshest,0
friendliness,0
friendly,0
frolic,0
frugal,0
fruitful,0
ftw,0
fulfillment,0
fun,0
futurestic,0
futuristic,0
gaiety,0
gaily,0
gain,0
gained,0
gainful,0
gainfully,0
gaining,0
gains,0
gallant,0
gallantly,0
galore,0
geekier,0
geeky,0
gem,0
gems,0
generosity,0
generous,0
generously,0
genial,0
genius,0
gentle,0
gentlest,0
genuine,0
gifted,0
glad,0
gladden,0
gladly,0
gladness,0
glamorous,0
glee,0
gleeful,0
gleefully,0
glimmer,0
glimmering,0
glisten,0
glistening,0
glitter,0
glitz,0
glorify,0
glorious,0
gloriously,0
glory,0
glow,0
glowing,0
glowingly,0
god-given,0
god-send,0
godlike,0
godsend,0
gold,0
golden,0
good,0
goodly,0
goodness,0
goodwill,0
goood,0
gooood,0
gorgeous,0
gorgeously,0
grace,0
graceful,0
gracefully,0
gracious,0
graciously,0
graciousness,0
grand,0
grandeur,0
grateful,0
gratefully,0
gratification,0
gratified,0
gratifies,0
gratify,0
gratifying,0
gratifyingly,0
gratitude,0
great,0
greatest,0
greatness,0
grin,0
groundbreaking,0
guarantee,0
guidance,0
guiltless,0
gumption,0
gush,0
gusto,0
gutsy,0
hail,0
halcyon,0
hale,0
hallmark,0
hallmarks,0
hallowed,0
handier,0
handily,0
hands-down,0
handsome,0
handsomely,0
handy,0
happier,0
happily,0
happiness,0
happy,0
hard-working,0
hardier,0
hardy,0
harmless,0
harmonious,0
harmoniously,0
harmonize,0
harmony,0
headway,0
heal,0
healthful,0
healthy,0
hearten,0
heartening,0
heartfelt,0
heartily,0
heartwarming,0
heaven,0
heavenly,0
helped,0
helpful,0
helping,0
hero,0
heroic,0
heroically,0
heroine,0
heroize,0
heros,0
high-quality,0
high-spirited,0
hilarious,0
holy,0
homage,0
honest,0
honesty,0
honor,0
honorable,0
honored,0
honoring,0
hooray,0
hopeful,0
hospitable,0
hot,0
hotcake,0
hotcakes,0
hottest,0
hug,0
humane,0
humble,0
humility,0
humor,0
humorous,0
humorously,0
humour,0
humourous,0
ideal,0
idealize,0
ideally,0
idol,0
idolize,0
idolized,0
idyllic,0
illuminate,0
illuminati,0
illuminating,0
illumine,0
illustrious,0
ilu,0
imaculate,0
imaginative,0
immaculate,0
immaculately,0
immense,0
impartial,0
impartiality,0
impartially,0
impassioned,0
impeccable,0
impeccably,0
important,0
impress,0
impressed,0
impresses,0
impressive,0
impressively,0
impressiveness,0
improve,0
improved,0
improvement,0
improvements,0
improves,0
improving,0
incredible,0
incredibly,0
indebted,0
individualized,0
indulgence,0
indulgent,0
industrious,0
inestimable,0
inestimably,0
inexpensive,0
infallibility,0
infallible,0
